Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
K.9.5.2,Notification procedure and mechanism tests?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.3,Application recovery tests?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.4,Remote access tests?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.5,Full scale exercises / end-to-end?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.6,Production transaction processing?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.7,Typical business volumes / full capacity?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.8,Business relocation test?,Yes,,FactSet employees can connect from any location through the use of encrypted VPN tunnels.,K.6 Exercising,,,Business Resiliency
K.9.5.9,Data center failover test?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.10,Critical service providers included in testing?,Yes,,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.5.11,Recovery and continuity of information security controls that may be impacted by a disaster event?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.12,"Recovery and continuity of information security operational processes and controls that may be impacted by a non-Disaster Recovery event (e.g. loss of physical work place, reduction in available IS personnel)?",Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.13,"Recovery and continuity of IT operational processes and controls that may be impacted by a non-Disaster Recovery event (e.g. loss of physical work place, reduction in available IT operations personnel)?",Yes,,,K.6 Exercising,,,Business Resiliency
K.9.6,Are the results of exercises conducted internally shared with customers?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.7,Are joint exercises conducted in partnership with customers?,Yes,,"Clients do not directly participate in this process.  The recovery of access to FactSet’s services is an automated function not requiring user intervention.  FactSet does, however, participate in the annual SIFMA Industry BCP test. (https://www.sifma.org/services/bcp/industry-testing)",K.6 Exercising,,,Business Resiliency
K.9.8,"Is there an established exercise scenario addressing cyber resilience? If yes, does it include:",Yes,,"FactSet's security team has invoked portions of the incident response plan to address routine security events, and public exploits of vulnerabilities (i.e.: WannaCry expedited patching regiment).  ",K.6 Exercising,,,Business Resiliency
K.9.8.1,Malware?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.8.2,Insider Threats?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.8.3,Data or Systems Destruction and Corruption?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.8.4,Communications Infrastructure Disruption?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.8.5,Simultaneous Attack?,Yes,,,K.6 Exercising,,,Business Resiliency
K.10,"Is there an Influenza Pandemic / Infectious Disease Outbreak Plan? If yes, does it include:",Yes,5,"Our normal BCP procedures would cover handling this situation. For instance, FactSet employees can work remotely from any location through the use of encrypted VPN tunnels. ",K.7 Infectious Disease Planning,,,Business Resiliency
K.10.1,Trigger points for activating proactive and reactive elements of the plan?,Yes,,,K.7 Infectious Disease Planning,,,Business Resiliency
K.10.2,A defined exercise regime/schedule focused on key elements of the plan?,Yes,,,K.7 Infectious Disease Planning,,,Business Resiliency
K.11,"Is there a specific Recovery Time Objective (RTO)? If yes, what is it?",Yes,4,"FactSet strives to provide near-continuous service in the event of a disaster.  Data replicated between FactSet's two active datacenters ensures a recovery point within minutes of a service affecting event.  Expectations are that the full client load can operate in a single datacenter indefinitely.  FactSet's Enterprise Hosting for single tenant solutions have a Baseline High Availability (HA) deployment includes application-defined RTO of < 4 hours with a near-zero RPO.
",,17.1.2,Implementing information security continuity,Business Resiliency
K.12,"Is there a specific Recovery Point Objective (RPO)? If yes, what is it?",Yes,4,See K.11,,17.1.2,Implementing information security continuity,Business Resiliency
K.13,Are any critical vendors necessary to provide the scoped services to clients?,No,,"With the exception of third party data feeds and datacenter facility providers, no services delivered to clients or involving client data are outsourced to third parties.  Third party feed providers are required to deliver feeds directly to both datacenters simultaneously to ensure these feeds are available.  ",V.2 Nested Service Provider Relationships,17.1.2 17.2.1,"Implementing information security continuity 
Availability of information processing facilities",Business Resiliency
K.14,"Are networks fully redundant, with at least two network paths to any node, and for every network device, at least one other redundant network device of the same type?",Yes,5,,,17.1.3,"Verify, review and evaluate information security continuity",Business Resiliency
K.15,Is there sufficient redundancy capacity to ensure services are not impacted in multi-tenancy environments during peak usage and above?,Yes,5,,,17.1.3,"Verify, review and evaluate information security continuity",Business Resiliency
K.16,Is there sufficient Volume or Disk partitioning to prevent inadvertent resource bottlenecks from guest operating systems?,Yes,5,,V.4 Security Review of Hypervisor Configuration,12.1.3,Capacity Management,Business Resiliency
L.1,"Is there an internal audit, risk management, or compliance department, or similar management oversight unit with responsibility for assessing, identifying and tracking resolution of outstanding regulatory issues?",Yes,5,FactSet's Legal Team ensures compliance with applicable legal and regulatory requirements.  FactSet's has a financial Audit Committee whose roles and responsibilities are outlined on our Corporate Governance page http://investor.factset.com/investors/corporate-governance/audit-committee/default.aspx ,L.3 Monitoring and Reporting - Compliance Requirement Identification,18.1.1 ,Identification of applicable legislation and contractual requirements,Compliance
L.1.1,Does the audit function have independence from the lines of business?,Yes,,See L.1,,,,Compliance
L.1.2,"Are audits performed to ensure compliance with applicable legal, regulatory, or industry requirements?",Yes,,FactSet's has a financial Audit Committee whose roles and responsibilities are outlined on our Corporate Governance page http://investor.factset.com/investors/corporate-governance/audit-committee/default.aspx ,,,,Compliance
L.1.3,Are there staff dedicated to compliance and risk responsibilities?,Yes,,,,,,Compliance
L.1.4,Is training to employees on legislative and regulatory requirements provided and updated on a regular basis?,Yes,,"This information is presented and trained in the Code of Conduct and Ethics (http://investor.factset.com/investors/corporate-governance/default.aspx), which is signed by all employees.  ",,,,Compliance
L.1.5,Are management reporting or reporting to government agencies maintained in accordance with applicable law?,Yes,,,L.3 Monitoring and Reporting - Compliance Requirement Identification,,,Compliance
L.2,"Are there policies and procedures to ensure compliance with applicable legislative, regulatory and contractual requirements including intellectual property rights on business processes or information technology software products?",Yes,5,,L.2 Monitoring and Reporting - Compliance ,,,Compliance
L.3,"Is there a records retention policy covering paper & electronic records, including email in support of applicable regulations, standards and contractual requirements?",Yes,5,,,18.1.3 ,Protection of records,Compliance
L.4,Is licensing maintained in all jurisdictions where required?,Yes,5,,,,,Compliance
L.5,Is there an documented internal compliance and ethics program to ensure professional ethics and business practices are implemented and maintained?,Yes,5,"This information is presented and trained in the Code of Conduct and Ethics (http://investor.factset.com/investors/corporate-governance/default.aspx), which is signed by all employees.  ",L.4 Professional Ethics and Business Practices,,,Compliance
L.5.1,Is there a documented whistleblowing policy and/or procedure to report compliance issues?,Yes,,,L.4 Professional Ethics and Business Practices,,,Compliance
L.5.2,"Are there documented policies and procedures to address bribery, corruption or the prohibition of providing monetary offers to government officials, and/or corporate representatives?",Yes,,,L.4 Professional Ethics and Business Practices,,,Compliance
L.5.3,Are there documented policies and procedures for corporate governance and public responsibility?,Yes,,,L.4 Professional Ethics and Business Practices,,,Compliance
L.5.4,Are there documented policies and procedures to maintain compliance with international requirements for trade and export?,Yes,,,L.4 Professional Ethics and Business Practices,,,Compliance
L.5.5,Are there documented policies and procedures to address appropriate due diligence of business partners and business initiatives?,Yes,,,L.4 Professional Ethics and Business Practices,,,Compliance
